modality,state,condition,task,metric,pairs,mean
preference,frozen-base,paired_counterfactual_image,overall,paired_preference,1200,0.004166666666666667
preference,frozen-base,paired_counterfactual_image,overall,sample_preference,1200,0.37041666666666667
preference,frozen-base,paired_counterfactual_image,overall,mean_margin,1200,-0.9611406118844872
preference,frozen-base,paired_counterfactual_image,color,paired_preference,200,0.015
preference,frozen-base,paired_counterfactual_image,color,sample_preference,200,0.36
preference,frozen-base,paired_counterfactual_image,color,mean_margin,200,-0.631718781888485
preference,frozen-base,paired_counterfactual_image,coordinate,paired_preference,200,0.0
preference,frozen-base,paired_counterfactual_image,coordinate,sample_preference,200,0.46
preference,frozen-base,paired_counterfactual_image,coordinate,mean_margin,200,-0.06453985542058945
preference,frozen-base,paired_counterfactual_image,count,paired_preference,200,0.005
preference,frozen-base,paired_counterfactual_image,count,sample_preference,200,0.3925
preference,frozen-base,paired_counterfactual_image,count,mean_margin,200,-0.0393750011920929
preference,frozen-base,paired_counterfactual_image,ocr,paired_preference,200,0.005
preference,frozen-base,paired_counterfactual_image,ocr,sample_preference,200,0.43
preference,frozen-base,paired_counterfactual_image,ocr,mean_margin,200,-0.40795153170540216
preference,frozen-base,paired_counterfactual_image,shape,paired_preference,200,0.0
preference,frozen-base,paired_counterfactual_image,shape,sample_preference,200,0.205
preference,frozen-base,paired_counterfactual_image,shape,mean_margin,200,-4.467500028940849
preference,frozen-base,paired_counterfactual_image,spatial,paired_preference,200,0.0
preference,frozen-base,paired_counterfactual_image,spatial,sample_preference,200,0.375
preference,frozen-base,paired_counterfactual_image,spatial,mean_margin,200,-0.1557584721595049
preference,frozen-base,shuffled_image,overall,paired_preference,1200,0.06
preference,frozen-base,shuffled_image,overall,sample_preference,1200,0.45375
preference,frozen-base,shuffled_image,overall,mean_margin,1200,-0.08327269401345845
preference,frozen-base,shuffled_image,color,paired_preference,200,0.09
preference,frozen-base,shuffled_image,color,sample_preference,200,0.45
preference,frozen-base,shuffled_image,color,mean_margin,200,-0.009062491357326508
preference,frozen-base,shuffled_image,coordinate,paired_preference,200,0.0
preference,frozen-base,shuffled_image,coordinate,sample_preference,200,0.485
preference,frozen-base,shuffled_image,coordinate,mean_margin,200,0.003888218104839325
preference,frozen-base,shuffled_image,count,paired_preference,200,0.055
preference,frozen-base,shuffled_image,count,sample_preference,200,0.4425
preference,frozen-base,shuffled_image,count,mean_margin,200,-0.010468752533197402
preference,frozen-base,shuffled_image,ocr,paired_preference,200,0.045
preference,frozen-base,shuffled_image,ocr,sample_preference,200,0.485
preference,frozen-base,shuffled_image,ocr,mean_margin,200,0.022459226165499013
preference,frozen-base,shuffled_image,shape,paired_preference,200,0.17
preference,frozen-base,shuffled_image,shape,sample_preference,200,0.485
preference,frozen-base,shuffled_image,shape,mean_margin,200,-0.36656248530838637
preference,frozen-base,shuffled_image,spatial,paired_preference,200,0.0
preference,frozen-base,shuffled_image,spatial,sample_preference,200,0.375
preference,frozen-base,shuffled_image,spatial,mean_margin,200,-0.13988987915217876
preference,frozen-base,vision,overall,paired_preference,1200,0.1925
preference,frozen-base,vision,overall,sample_preference,1200,0.5870833333333333
preference,frozen-base,vision,overall,mean_margin,1200,0.9611406118844872
preference,frozen-base,vision,color,paired_preference,200,0.245
preference,frozen-base,vision,color,sample_preference,200,0.615
preference,frozen-base,vision,color,mean_margin,200,0.631718781888485
preference,frozen-base,vision,coordinate,paired_preference,200,0.055
preference,frozen-base,vision,coordinate,sample_preference,200,0.5275
preference,frozen-base,vision,coordinate,mean_margin,200,0.06453985542058945
preference,frozen-base,vision,count,paired_preference,200,0.12
preference,frozen-base,vision,count,sample_preference,200,0.515
preference,frozen-base,vision,count,mean_margin,200,0.0393750011920929
preference,frozen-base,vision,ocr,paired_preference,200,0.145
preference,frozen-base,vision,ocr,sample_preference,200,0.57
preference,frozen-base,vision,ocr,mean_margin,200,0.40795153170540216
preference,frozen-base,vision,shape,paired_preference,200,0.59
preference,frozen-base,vision,shape,sample_preference,200,0.795
preference,frozen-base,vision,shape,mean_margin,200,4.467500028940849
preference,frozen-base,vision,spatial,paired_preference,200,0.0
preference,frozen-base,vision,spatial,sample_preference,200,0.5
preference,frozen-base,vision,spatial,mean_margin,200,0.1557584721595049
preference,lora-step100,paired_counterfactual_image,overall,paired_preference,1200,0.0375
preference,lora-step100,paired_counterfactual_image,overall,sample_preference,1200,0.3933333333333333
preference,lora-step100,paired_counterfactual_image,overall,mean_margin,1200,-1.3792393470339381
preference,lora-step100,paired_counterfactual_image,color,paired_preference,200,0.0
preference,lora-step100,paired_counterfactual_image,color,sample_preference,200,0.3225
preference,lora-step100,paired_counterfactual_image,color,mean_margin,200,-1.0243749937415123
preference,lora-step100,paired_counterfactual_image,coordinate,paired_preference,200,0.0
preference,lora-step100,paired_counterfactual_image,coordinate,sample_preference,200,0.4525
preference,lora-step100,paired_counterfactual_image,coordinate,mean_margin,200,-0.11429395616054534
preference,lora-step100,paired_counterfactual_image,count,paired_preference,200,0.22
preference,lora-step100,paired_counterfactual_image,count,sample_preference,200,0.61
preference,lora-step100,paired_counterfactual_image,count,mean_margin,200,0.17968751654028892
preference,lora-step100,paired_counterfactual_image,ocr,paired_preference,200,0.005
preference,lora-step100,paired_counterfactual_image,ocr,sample_preference,200,0.415
preference,lora-step100,paired_counterfactual_image,ocr,mean_margin,200,-0.6028087453388032
preference,lora-step100,paired_counterfactual_image,shape,paired_preference,200,0.0
preference,lora-step100,paired_counterfactual_image,shape,sample_preference,200,0.06
preference,lora-step100,paired_counterfactual_image,shape,mean_margin,200,-6.362265632979106
preference,lora-step100,paired_counterfactual_image,spatial,paired_preference,200,0.0
preference,lora-step100,paired_counterfactual_image,spatial,sample_preference,200,0.5
preference,lora-step100,paired_counterfactual_image,spatial,mean_margin,200,-0.35138027052395043
preference,lora-step100,shuffled_image,overall,paired_preference,1200,0.1175
preference,lora-step100,shuffled_image,overall,sample_preference,1200,0.50625
preference,lora-step100,shuffled_image,overall,mean_margin,1200,-0.13880035861392714
preference,lora-step100,shuffled_image,color,paired_preference,200,0.105
preference,lora-step100,shuffled_image,color,sample_preference,200,0.47
preference,lora-step100,shuffled_image,color,mean_margin,200,0.00468749463558197
preference,lora-step100,shuffled_image,coordinate,paired_preference,200,0.03
preference,lora-step100,shuffled_image,coordinate,sample_preference,200,0.5025
preference,lora-step100,shuffled_image,coordinate,mean_margin,200,0.0025998494029045105
preference,lora-step100,shuffled_image,count,paired_preference,200,0.09
preference,lora-step100,shuffled_image,count,sample_preference,200,0.4725
preference,lora-step100,shuffled_image,count,mean_margin,200,-0.045625001341104504
preference,lora-step100,shuffled_image,ocr,paired_preference,200,0.06
preference,lora-step100,shuffled_image,ocr,sample_preference,200,0.495
preference,lora-step100,shuffled_image,ocr,mean_margin,200,0.020180453101793918
preference,lora-step100,shuffled_image,shape,paired_preference,200,0.17
