family,modality,metric,state_a,condition_a,state_b,condition_b,task,denominator,sum_a,sum_b,mean_a,mean_b,mean_gap,a_only_better,b_only_better,equal,ci95_low,ci95_high,bootstrap_samples,seed
endpoint_minus_frozen,preference,paired_preference,lora-step100,vision,frozen-base,vision,overall,1200,296.0,269.0,0.24666666666666667,0.22416666666666665,0.0225,139,112,949,-0.0033333333333333335,0.049166666666666664,2000,20260818
endpoint_minus_frozen,preference,sample_preference,lora-step100,vision,frozen-base,vision,overall,1200,726.5,727.0,0.6054166666666667,0.6058333333333333,-0.0004166666666666667,144,145,911,-0.014583333333333334,0.012916666666666667,2000,20260819
endpoint_minus_frozen,preference,mean_margin,lora-step100,vision,frozen-base,vision,overall,1200,1654.1080628276227,1144.4697406688972,1.3784233856896855,0.9537247838907477,0.4246986017989379,931,240,29,0.3719227841817109,0.4744404060985774,2000,20260820
endpoint_minus_frozen,preference,paired_preference,lora-step100,vision,frozen-base,vision,color,200,66.0,46.0,0.33,0.23,0.1,39,19,142,0.03,0.175,2000,20260821
endpoint_minus_frozen,preference,sample_preference,lora-step100,vision,frozen-base,vision,color,200,133.0,123.0,0.665,0.615,0.05,39,19,142,0.0125,0.0875,2000,20260822
endpoint_minus_frozen,preference,mean_margin,lora-step100,vision,frozen-base,vision,color,200,201.18749549984932,126.78125369548798,1.0059374774992467,0.6339062684774399,0.3720312090218067,188,12,0,0.31828121438622475,0.4271874515712261,2000,20260823
endpoint_minus_frozen,preference,paired_preference,lora-step100,vision,frozen-base,vision,coordinate,200,19.0,11.0,0.095,0.055,0.04,16,8,176,-0.005,0.09,2000,20260824
endpoint_minus_frozen,preference,sample_preference,lora-step100,vision,frozen-base,vision,coordinate,200,109.5,105.5,0.5475,0.5275,0.02,16,8,176,-0.0025,0.045,2000,20260825
endpoint_minus_frozen,preference,mean_margin,lora-step100,vision,frozen-base,vision,coordinate,200,20.149036824703217,13.514987170696259,0.10074518412351609,0.06757493585348129,0.03317024827003479,103,75,22,0.01953104317188263,0.047332511842250825,2000,20260826
endpoint_minus_frozen,preference,paired_preference,lora-step100,vision,frozen-base,vision,count,200,0.0,23.0,0.0,0.115,-0.115,0,23,177,-0.16,-0.07,2000,20260827
endpoint_minus_frozen,preference,sample_preference,lora-step100,vision,frozen-base,vision,count,200,78.5,104.0,0.3925,0.52,-0.1275,5,56,139,-0.16,-0.0925,2000,20260828
endpoint_minus_frozen,preference,mean_margin,lora-step100,vision,frozen-base,vision,count,200,-37.12500040233135,7.2187501192092896,-0.18562500201165677,0.03609375059604645,-0.2217187526077032,80,114,6,-0.2996874997019768,-0.14390625461935996,2000,20260829
endpoint_minus_frozen,preference,paired_preference,lora-step100,vision,frozen-base,vision,ocr,200,35.0,27.0,0.175,0.135,0.04,14,6,180,-0.005,0.085,2000,20260830
endpoint_minus_frozen,preference,sample_preference,lora-step100,vision,frozen-base,vision,ocr,200,117.5,113.5,0.5875,0.5675,0.02,14,6,180,0.0,0.0425,2000,20260831
endpoint_minus_frozen,preference,mean_margin,lora-step100,vision,frozen-base,vision,ocr,200,120.54349749315354,81.32784403732845,0.6027174874657677,0.4066392201866422,0.19607826727912542,160,39,1,0.16534126415139155,0.22852199989841096,2000,20260832
endpoint_minus_frozen,preference,paired_preference,lora-step100,vision,frozen-base,vision,shape,200,176.0,112.0,0.88,0.56,0.32,70,6,124,0.25,0.395,2000,20260833
endpoint_minus_frozen,preference,sample_preference,lora-step100,vision,frozen-base,vision,shape,200,188.0,156.0,0.94,0.78,0.16,70,6,124,0.12,0.1975,2000,20260834
endpoint_minus_frozen,preference,mean_margin,lora-step100,vision,frozen-base,vision,shape,200,1274.171876853332,887.484380017966,6.37085938426666,4.43742190008983,1.9334374841768294,200,0,0,1.8030468566017226,2.0636718400754033,2000,20260835
endpoint_minus_frozen,preference,paired_preference,lora-step100,vision,frozen-base,vision,spatial,200,0.0,50.0,0.0,0.25,-0.25,0,50,150,-0.31,-0.19,2000,20260836
endpoint_minus_frozen,preference,sample_preference,lora-step100,vision,frozen-base,vision,spatial,200,100.0,125.0,0.5,0.625,-0.125,0,50,150,-0.155,-0.095,2000,20260837
endpoint_minus_frozen,preference,mean_margin,lora-step100,vision,frozen-base,vision,spatial,200,75.18115655891597,28.142525628209114,0.37590578279457987,0.14071262814104557,0.2351931546535343,200,0,0,0.19192213468719274,0.28348676530178635,2000,20260838
endpoint_minus_frozen,preference,paired_preference,projector-step100,vision,frozen-base,vision,overall,1200,613.0,269.0,0.5108333333333334,0.22416666666666665,0.2866666666666667,399,55,746,0.2575,0.31833333333333336,2000,20260839
endpoint_minus_frozen,preference,sample_preference,projector-step100,vision,frozen-base,vision,overall,1200,899.0,727.0,0.7491666666666666,0.6058333333333333,0.14333333333333334,411,68,721,0.12708333333333333,0.15875,2000,20260840
endpoint_minus_frozen,preference,mean_margin,projector-step100,vision,frozen-base,vision,overall,1200,2985.8259563141773,1144.4697406688972,2.488188296928481,0.9537247838907477,1.5344635130377335,1035,160,5,1.4291125566977119,1.6395029314669292,2000,20260841
endpoint_minus_frozen,preference,paired_preference,projector-step100,vision,frozen-base,vision,color,200,147.0,46.0,0.735,0.23,0.505,102,1,97,0.43,0.575,2000,20260842
endpoint_minus_frozen,preference,sample_preference,projector-step100,vision,frozen-base,vision,color,200,173.5,123.0,0.8675,0.615,0.2525,102,1,97,0.2175,0.29,2000,20260843
endpoint_minus_frozen,preference,mean_margin,projector-step100,vision,frozen-base,vision,color,200,735.000001892331,126.78125369548798,3.6750000094616553,0.6339062684774399,3.0410937409842154,200,0,0,2.8076562437351096,3.2596874793141613,2000,20260844
endpoint_minus_frozen,preference,paired_preference,projector-step100,vision,frozen-base,vision,coordinate,200,115.0,11.0,0.575,0.055,0.52,104,0,96,0.45,0.585,2000,20260845
endpoint_minus_frozen,preference,sample_preference,projector-step100,vision,frozen-base,vision,coordinate,200,157.5,105.5,0.7875,0.5275,0.26,104,0,96,0.2275,0.295,2000,20260846
endpoint_minus_frozen,preference,mean_margin,projector-step100,vision,frozen-base,vision,coordinate,200,297.3686847835779,13.514987170696259,1.4868434239178896,0.06757493585348129,1.4192684880644082,200,0,0,1.2980376490205527,1.540934540554881,2000,20260847
endpoint_minus_frozen,preference,paired_preference,projector-step100,vision,frozen-base,vision,count,200,20.0,23.0,0.1,0.115,-0.015,15,18,167,-0.07,0.04,2000,20260848
endpoint_minus_frozen,preference,sample_preference,projector-step100,vision,frozen-base,vision,count,200,103.0,104.0,0.515,0.52,-0.005,27,30,143,-0.0425,0.0325,2000,20260849
endpoint_minus_frozen,preference,mean_margin,projector-step100,vision,frozen-base,vision,count,200,62.37500088661909,7.2187501192092896,0.31187500443309546,0.03609375059604645,0.275781253837049,157,38,5,0.2160937523841858,0.33281250573694704,2000,20260850
endpoint_minus_frozen,preference,paired_preference,projector-step100,vision,frozen-base,vision,ocr,200,44.0,27.0,0.22,0.135,0.085,20,3,177,0.04,0.13,2000,20260851
endpoint_minus_frozen,preference,sample_preference,projector-step100,vision,frozen-base,vision,ocr,200,121.5,113.5,0.6075,0.5675,0.04,20,4,176,0.0175,0.0625,2000,20260852
endpoint_minus_frozen,preference,mean_margin,projector-step100,vision,frozen-base,vision,ocr,200,133.9524838368098,81.32784403732845,0.669762419184049,0.4066392201866422,0.2631231989974067,163,37,0,0.22619098259721482,0.3025893545150756,2000,20260853
endpoint_minus_frozen,preference,paired_preference,projector-step100,vision,frozen-base,vision,shape,200,87.0,112.0,0.435,0.56,-0.125,8,33,159,-0.18,-0.065,2000,20260854
endpoint_minus_frozen,preference,sample_preference,projector-step100,vision,frozen-base,vision,shape,200,143.5,156.0,0.7175,0.78,-0.0625,8,33,159,-0.0925,-0.0325,2000,20260855
endpoint_minus_frozen,preference,mean_margin,projector-step100,vision,frozen-base,vision,shape,200,965.7343833487248,887.484380017966,4.828671916743624,4.43742190008983,0.3912500166537939,115,85,0,0.16835940607008523,0.6149219250661554,2000,20260856
endpoint_minus_frozen,preference,paired_preference,projector-step100,vision,frozen-base,vision,spatial,200,200.0,50.0,1.0,0.25,0.75,150,0,50,0.685,0.805,2000,20260857
endpoint_minus_frozen,preference,sample_preference,projector-step100,vision,frozen-base,vision,spatial,200,200.0,125.0,1.0,0.625,0.375,150,0,50,0.3425,0.4025,2000,20260858
endpoint_minus_frozen,preference,mean_margin,projector-step100,vision,frozen-base,vision,spatial,200,791.3954015661147,28.142525628209114,3.9569770078305737,0.14071262814104557,3.816264379689528,200,0,0,3.636576898416097,3.991512930857425,2000,20260859
lora_minus_projector,preference,paired_preference,lora-step100,vision,projector-step100,vision,overall,1200,296.0,613.0,0.24666666666666667,0.5108333333333334,-0.26416666666666666,101,418,681,-0.2966666666666667,-0.23,2000,20260860
lora_minus_projector,preference,sample_preference,lora-step100,vision,projector-step100,vision,overall,1200,726.5,899.0,0.6054166666666667,0.7491666666666666,-0.14375,105,444,651,-0.16125,-0.12583333333333332,2000,20260861
